server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-15 20:49:18,2331,o6eGtLjK
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-04 22:12:58,8384,ZOR1UsVs
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-08-19 13:17:33,6032,yDaTLNeO
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-10 00:33:12,9431,4JgXQeZl
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-28 19:13:45,4588,61qVXBa2
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-05-29 03:42:34,7637,n7KZ9gud
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-30 07:18:27,9313,8fv7Gql4
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-05 10:46:37,6541,ZJwtg7he
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-04-28 00:48:16,9134,B4zrInDM
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-19 23:31:45,8565,82cXEqfy
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-21 09:51:57,3452,z73fmD4m
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-08-16 11:27:41,8386,07hU7Vi9
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-12-27 03:27:43,1210,ewMRPBmI
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-29 01:26:25,3328,mKKyatvr
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-01 23:50:42,3390,3VBdQGvn
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-09 13:45:54,5946,3yuwe4qQ
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-26 21:14:32,8146,tfk7fLeT
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-22 11:47:15,5348,Xg45MKUp
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-05 21:14:19,4201,qh1ouR9y
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-08 03:13:31,6445,HalFsI0g
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-08-12 10:12:09,8272,LHiKxCZF
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-15 20:18:54,2291,ZLwGFqJq
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-12-03 03:18:05,2484,jxvbcaBx
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-17 13:20:38,4115,O5zQ7d24
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-08 15:02:52,4868,AyODc4NA
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-21 22:19:47,2710,VVBeE5BP
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-07 08:42:35,7419,BfdIQMtY
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-16 06:31:31,3338,oQcGSYi5
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-03 08:49:27,5854,3gHuJRLE
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-03 08:47:00,7914,xuZtT7kL
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-30 14:49:57,8604,fVjN7ZSA
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-10-24 18:54:32,2319,qv2GqisB
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-16 06:32:42,4191,DQbvxeSl
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-05-05 22:59:37,3348,6euYOeES
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-13 05:31:50,7844,s5mvCRa0
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-16 12:00:29,6380,HXcvbHQA
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-21 10:02:57,3783,HNzS4GQ1
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-17 22:28:56,4937,MBZ4nu2n
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-08-20 22:16:07,6792,NHsYrXxQ
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-02 14:43:50,7054,phnWaNDa
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-12-17 19:50:20,4111,9kNvIAu4
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-19 01:51:28,8916,oLWBvNL2
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-29 00:47:54,8526,cGtlL43Y
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-14 14:28:22,3415,aN9pZweY
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-22 20:54:44,2125,eMzZEqDy
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-23 01:28:00,4126,LnW30ruD
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-14 01:34:40,5796,tvOseK8O
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-12-01 10:14:56,4087,xtlHVCnS
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-12 05:44:02,4574,fLJ49l4o
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-16 03:58:36,3966,5nbYqAOl
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-04-28 19:52:41,7618,8zynEWdD
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-12-09 14:27:58,8546,iGnZ9vZA
server-01,Application,Network connection established,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-28 22:44:10,9792,gBkH9bkx
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-02 12:31:25,9541,KZgqm5Qw
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-09 11:18:56,9709,u4ETIbqI
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-28 17:23:31,7318,1A5FQe5Q
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-09 11:33:06,5886,3v3E86Ke
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-09-09 07:22:55,2913,oQ90BayC
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-05-10 01:17:19,1793,oU0Aor03
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-01-12 14:47:55,2456,a3N4dE1v
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-09 21:42:53,1795,9JyGcMB8
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-10-05 00:27:51,7509,9jsklYYR
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-16 02:50:16,1610,KOnnRDH4
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-04-21 15:58:06,5260,HDBuJGsT
server-01,Application,Backup completed,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-25 10:19:59,1715,hcxoVw2O
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-04-04 19:28:04,3551,hGiR3wOC
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-06-11 23:36:43,2219,h1ws57dn
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-05 17:44:50,1197,Y2vdymKb
server-01,Application,System started,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-11 03:07:34,9959,HrpRW6j5
server-01,Application,User login successful,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-02-17 12:02:49,4073,7QZeuMDy
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-07-23 16:34:13,4121,c7Lab60n
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-28 22:38:18,1897,pnNseWGr
server-01,Application,Task completed successfully,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-11-10 20:34:04,2137,xCf8erg8
server-01,Application,File saved,Info,john.doe,192.168.1.100,Performed routine task,No additional information,2023-03-01 07:14:01,4447,I4Hw3fNH
server-03,Security,Critical system error occurred,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-07-03 12:15:11,1471,hihjJlwR
server-03,Security,System resource exceeded threshold,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-08-03 04:58:14,7500,Su0ZjlaP
server-03,Security,User login attempt failed,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-01-25 09:03:17,6366,QHnpwl6V
server-03,Security,Unexpected network traffic detected,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-12-07 23:57:27,1298,UVTuioqy
server-03,Security,Critical system error occurred,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-12-22 13:54:45,9208,wvp68jvG
server-03,Security,System resource exceeded threshold,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-12-14 14:22:24,3437,XwgFYD1l
server-03,Security,Suspicious database access detected,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-04-15 10:31:41,3857,f0x6YHox
server-03,Security,Critical system error occurred,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-07-22 07:40:09,7880,yt0ciWWA
server-03,Security,System resource exceeded threshold,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-12-15 00:30:17,8916,2I45oE63
server-03,Security,System resource exceeded threshold,Critical,unknown,10.0.1.2,Unauthorized Database Access,Accessed sensitive_data_table,2023-08-06 16:54:42,9329,alUtNWZ1

